number,problem_id,opened_at,u_next_action_due_date,short_description,cmdb_ci,category,state,assignment_group,opened_by,impact,urgency,sys_updated_on,description,u_reopen_count,close_notes
INC6034316,,09/10/2025 2:40,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/9/2025 2:38:40 AM -> Step 3 [Move_Metrics_15Min_1Day]:
 
  Executed as user: INT\ClustAgtSrvc. Could not find server 'FieldviewMasterServer' in sys.servers. Verify that the correct server name was specified. If necessary, execute the stored procedure sp_addlinkedserver to add the server to sys.servers. [SQLSTATE 42000] (Error 7202). The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: FieldView_Metrics_Job
 
 [Message]: Job 'FieldView_Metrics_Job' Failed on Step 3 [Move_Metrics_15Min_1Day]
 
 [Start Time]: 10/9/2025 2:38:37 AM
 
 [End Time]: 10/9/2025 2:38:40 AM
 
 [Duration]: 3 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549706517
 
 ----------------------------------------------------------------------
 
 [Description]: Job to Calculate and Trend Metrics...
 
 [Owner]: sa
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/9/2025 2:38:46 AM
 
 [Timestamp (UTC)]: 10/9/2025 9:38:46 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6034314,,09/10/2025 2:32,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/9/2025 2:30:00 AM -> Step 1 [Calculate]:
 
  'EXECUTE AS LOGIN' failed for the requested login 'INT\svc_nlyte'. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Fieldview_CabinetKWH
 
 [Message]: Job 'Fieldview_CabinetKWH' Failed on Step 1 [Calculate]
 
 [Start Time]: 10/9/2025 2:30:00 AM
 
 [End Time]: 10/9/2025 2:30:00 AM
 
 [Duration]: 0 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549704985
 
 ----------------------------------------------------------------------
 
 [Description]:
 
 
 
 
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/9/2025 2:30:45 AM
 
 [Timestamp (UTC)]: 10/9/2025 9:30:45 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6034311,,09/10/2025 2:11,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/9/2025 2:10:00 AM -> Step 1 [Shrink_Trend_Log]:
 
  'EXECUTE AS LOGIN' failed for the requested login 'INT\svc_nlyte'. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: FieldView_Shrink_Trend_Log
 
 [Message]: Job 'FieldView_Shrink_Trend_Log' Failed on Step 1 [Shrink_Trend_Log]
 
 [Start Time]: 10/9/2025 2:10:00 AM
 
 [End Time]: 10/9/2025 2:10:00 AM
 
 [Duration]: 0 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549701445
 
 ----------------------------------------------------------------------
 
 [Description]: No description available.
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/9/2025 2:10:42 AM
 
 [Timestamp (UTC)]: 10/9/2025 9:10:42 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6034309,,09/10/2025 2:01,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/9/2025 2:00:00 AM -> Step 1 [Metics15Minto15MinVirtual]:
 
  'EXECUTE AS LOGIN' failed for the requested login 'INT\svc_nlyte'. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Fieldview_Metrics_Compact_Trend_Data
 
 [Message]: Job 'Fieldview_Metrics_Compact_Trend_Data' Failed on Step 1 [Metics15Minto15MinVirtual]
 
 [Start Time]: 10/9/2025 2:00:00 AM
 
 [End Time]: 10/9/2025 2:00:00 AM
 
 [Duration]: 0 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549699692
 
 ----------------------------------------------------------------------
 
 [Description]: This job compresses data from the metrics table 1. t_metricsdatapoints15min->t_metricsdatapoints 2. t_metricsdatapoints15min->t_virtualdatapoints15min 3. t_metricsdatapoints15min->t_virtualdatapoints60min 4. t_metricsdatapoints15min->t_virtualdatapoints1day Deletion
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/9/2025 2:00:41 AM
 
 [Timestamp (UTC)]: 10/9/2025 9:00:41 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6034300,,09/10/2025 0:01,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/9/2025 12:00:01 AM -> Step 1 [NAO -> NEO Sync ETL]:
 
  Non-SysAdmins have been denied permission to run DTS Execution job steps without a proxy account. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: NAO_NEO_User_Sync
 
 [Message]: Job 'NAO_NEO_User_Sync' Failed on Step 1 [NAO -> NEO Sync ETL]
 
 [Start Time]: 10/9/2025 12:00:00 AM
 
 [End Time]: 10/9/2025 12:00:01 AM
 
 [Duration]: 1 second
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549690737
 
 ----------------------------------------------------------------------
 
 [Description]: No description available.
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/9/2025 12:00:24 AM
 
 [Timestamp (UTC)]: 10/9/2025 7:00:24 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6034298,,09/10/2025 0:01,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/9/2025 12:00:00 AM -> Step 1 [Main ETL]:
 
  Executed as user: INT\svc_nlyte. Microsoft (R) SQL Server Execute Package Utility Version 13.0.6300.2 for 64-bit Copyright (C) 2016 Microsoft. All rights reserved. Started: 12:00:01 AM Error: 2025-10-09 00:00:19.16 Code: 0x00000006 Source: Load NEO Location Mapping data Description: The script returned a failure result. End Error DTExec: The package execution returned DTSER_FAILURE (1). Started: 12:00:01 AM Finished: 12:00:21 AM Elapsed: 20.531 seconds. The package execution failed. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL304.INT.MGC.COM
 
 [Object Name]: nlyte ETL - Main
 
 [Message]: Job 'nlyte ETL - Main' Failed on Step 1 [Main ETL]
 
 [Start Time]: 10/9/2025 12:00:00 AM
 
 [End Time]: 10/9/2025 12:00:21 AM
 
 [Duration]: 21 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/Sentryone/em/eventview/?c=171&id=549691080
 
 ----------------------------------------------------------------------
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/9/2025 12:00:48 AM
 
 [Timestamp (UTC)]: 10/9/2025 7:00:48 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT015]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6034295,,08/10/2025 22:54,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,13/10/2025 00:00,"10/8/2025 10:53:25 PM -> Step 3 [Move_Metrics_15Min_1Day]:
 
  Executed as user: INT\ClustAgtSrvc. Could not find server 'FieldviewMasterServer' in sys.servers. Verify that the correct server name was specified. If necessary, execute the stored procedure sp_addlinkedserver to add the server to sys.servers. [SQLSTATE 42000] (Error 7202). The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: FieldView_Metrics_Job
 
 [Message]: Job 'FieldView_Metrics_Job' Failed on Step 3 [Move_Metrics_15Min_1Day]
 
 [Start Time]: 10/8/2025 10:53:23 PM
 
 [End Time]: 10/8/2025 10:53:25 PM
 
 [Duration]: 2 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549687027
 
 ----------------------------------------------------------------------
 
 [Description]: Job to Calculate and Trend Metrics...
 
 [Owner]: sa
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/8/2025 10:54:15 PM
 
 [Timestamp (UTC)]: 10/9/2025 5:54:15 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Runnign fine.
INC6034293,,08/10/2025 22:46,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,12/10/2025 0:00,"10/8/2025 10:45:01 PM -> Step 3 [Move_Metrics_15Min_1Day]:
 
  'EXECUTE AS LOGIN' failed for the requested login 'INT\svc_nlyte'. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: FieldView_Metrics_Job
 
 [Message]: Job 'FieldView_Metrics_Job' Failed on Step 3 [Move_Metrics_15Min_1Day]
 
 [Start Time]: 10/8/2025 10:45:00 PM
 
 [End Time]: 10/8/2025 10:45:01 PM
 
 [Duration]: 1 second
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549686547
 
 ----------------------------------------------------------------------
 
 [Description]: Job to Calculate and Trend Metrics...
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/8/2025 10:45:14 PM
 
 [Timestamp (UTC)]: 10/9/2025 5:45:14 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,this duplicate of other incident and working on this request and speaking to user about the job code.
INC6034291,,08/10/2025 22:31,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,13/10/2025 00:00,"10/8/2025 10:30:00 PM -> Step 3 [Move_Metrics_15Min_1Day]:
 
  'EXECUTE AS LOGIN' failed for the requested login 'INT\svc_nlyte'. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: FieldView_Metrics_Job
 
 [Message]: Job 'FieldView_Metrics_Job' Failed on Step 3 [Move_Metrics_15Min_1Day]
 
 [Start Time]: 10/8/2025 10:30:00 PM
 
 [End Time]: 10/8/2025 10:30:00 PM
 
 [Duration]: 0 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=533&id=549684959
 
 ----------------------------------------------------------------------
 
 [Description]: Job to Calculate and Trend Metrics...
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/8/2025 10:30:21 PM
 
 [Timestamp (UTC)]: 10/9/2025 5:30:21 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,Fixed
INC6033973,,08/10/2025 0:02,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,12/10/2025 0:00,"10/8/2025 12:00:00 AM -> Step 1 [Main ETL]:
 
  Executed as user: INT\svc_nlyte. Microsoft (R) SQL Server Execute Package Utility Version 13.0.6300.2 for 64-bit Copyright (C) 2016 Microsoft. All rights reserved. Started: 12:00:00 AM Error: 2025-10-08 00:00:09.61 Code: 0x00000006 Source: Load NEO Location Mapping data Description: The script returned a failure result. End Error DTExec: The package execution returned DTSER_FAILURE (1). Started: 12:00:00 AM Finished: 12:00:10 AM Elapsed: 10.296 seconds. The package execution failed. The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL304.INT.MGC.COM
 
 [Object Name]: nlyte ETL - Main
 
 [Message]: Job 'nlyte ETL - Main' Failed on Step 1 [Main ETL]
 
 [Start Time]: 10/8/2025 12:00:00 AM
 
 [End Time]: 10/8/2025 12:00:11 AM
 
 [Duration]: 11 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=171&id=549572609
 
 ----------------------------------------------------------------------
 
 [Owner]: INT\svc_nlyte
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/8/2025 12:00:31 AM
 
 [Timestamp (UTC)]: 10/8/2025 7:00:31 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,this incident dupliate of other incident and we are working on same incident.
INC6033381,,06/10/2025 6:03,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,12/10/2025 0:00,"10/6/2025 6:00:00 AM -> Step 1 [MBP CC Expiration Date Declines]:
 
  Executed as user: INT\ClustAgtSrvc. SQL Server blocked access to procedure 'dbo.sp_send_dbmail' of component 'Database Mail XPs' because this component is turned off as part of the security configuration for this server. A system administrator can enable the use of 'Database Mail XPs' by using sp_configure. For more information about enabling 'Database Mail XPs', search for 'Database Mail XPs' in SQL Server Books Online. [SQLSTATE 42000] (Error 15281). The step failed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL606.INT.MGC.COM
 
 [Object Name]: MBP_Weekly_XML_Rate_Report
 
 [Message]: Job 'MBP_Weekly_XML_Rate_Report' Failed on Step 1 [MBP CC Expiration Date Declines]
 
 [Start Time]: 10/6/2025 6:00:00 AM
 
 [End Time]: 10/6/2025 6:00:00 AM
 
 [Duration]: 0 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/Sentryone/em/eventview/?c=519&id=549354128
 
 ----------------------------------------------------------------------
 
 [Description]: No description available.
 
 [Owner]: sa
 
 [Category]: Database Maintenance
 
 [Timestamp (Local)]: 10/6/2025 6:00:16 AM
 
 [Timestamp (UTC)]: 10/6/2025 1:00:16 PM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT015]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"we will monitor this job in next run if it fails again with blocking, and then we will change schedule to discuss with user."
INC6033007,PRB0057609,05/10/2025 5:07,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,09/10/2025 0:00,"10/5/2025 4:11:00 AM -> :
 
  The job failed. The Job was invoked by Schedule 1076 (Daily Monitoring Sleeping Sessions). The last step to run was step 1 (Monitor Sleeping Sessions).
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSCV401A.INT.MGC.COM
 
 [Object Name]: MONITOR_Daily_PC_SleepingSessions
 
 [Message]: Job 'MONITOR_Daily_PC_SleepingSessions' Failed
 
 [Start Time]: 10/5/2025 4:11:00 AM
 
 [End Time]: 10/5/2025 4:20:26 AM
 
 [Duration]: 9 minutes, 26 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=299&id=549259444
 
 ----------------------------------------------------------------------
 
 [Description]: No description available.
 
 [Owner]: sa
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/5/2025 5:05:43 AM
 
 [Timestamp (UTC)]: 10/5/2025 12:05:43 PM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057609 - GW AC Log Fatal1 Errors - Database with notes:
 
 The Guidewire PC database issue not accepting new connections, which was impacting Quotes and Apps from DSC has been resolved. We apologize for any inconvenience this may have caused. If you continue to experience any difficulties related to this issue, please contact the IT Service Center at ext. 26558 or via Web Employee Self Service (WESS)."
INC6033005,PRB0057609,05/10/2025 5:07,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,09/10/2025 0:00,"10/5/2025 4:11:00 AM -> :
 
  The job failed. The Job was invoked by Schedule 1056 (Sch1 Capture DB Connections to Table). The last step to run was step 1 (Capture PC DB Connections to UserConnection Table).
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSCV401A.INT.MGC.COM
 
 [Object Name]: MONITOR_Capture_5Mins_PC_DBConnections_Table
 
 [Message]: Job 'MONITOR_Capture_5Mins_PC_DBConnections_Table' Failed
 
 [Start Time]: 10/5/2025 4:11:00 AM
 
 [End Time]: 10/5/2025 4:12:36 AM
 
 [Duration]: 1 minute, 36 seconds
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=299&id=549259443
 
 ----------------------------------------------------------------------
 
 [Description]: No description available.
 
 [Owner]: sa
 
 [Category]: [Uncategorized (Local)]
 
 [Timestamp (Local)]: 10/5/2025 5:05:43 AM
 
 [Timestamp (UTC)]: 10/5/2025 12:05:43 PM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: SQL Server Agent Job: Failure
 
 [Filter String]: Not Contains([Object Name], 'collection')
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057609 - GW AC Log Fatal1 Errors - Database with notes:
 
 The Guidewire PC database issue not accepting new connections, which was impacting Quotes and Apps from DSC has been resolved. We apologize for any inconvenience this may have caused. If you continue to experience any difficulties related to this issue, please contact the IT Service Center at ext. 26558 or via Web Employee Self Service (WESS)."
